RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,time,id,OBJECTID,tomatch,distance,sidewalk_left,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,sidewalk_right,score_left,score_right,score,the_score,the_length,w_score
40490,8576,HARRIS RD SE,Local Access,2,198,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198,0
40490,16331,HARRIS RD SE,Local Access,2,43,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0
40700,3059,SE LUND AVE,Minor Arterial,2,1305,Urban,1305,15,East Port Orchard Elementary,2,East Port Orchard Elementary,396,NA,8,8,6,NA,NA,2,2,4,4,396,1584
40700,3059,SE LUND AVE,Minor Arterial,2,1305,Urban,1305,15,East Port Orchard Elementary,2,East Port Orchard Elementary,51,NA,8,8,6,NA,NA,2,2,4,4,51,204
40450,260,SE GALEEL CT,Local Access,2,368,Urban,368,15,East Port Orchard Elementary,2,East Port Orchard Elementary,112,NA,NA,2,5,NA,NA,1,0,1,1,112,112
40450,12228,SE GALEEL CT,Local Access,2,213,Urban,213,15,East Port Orchard Elementary,2,East Port Orchard Elementary,64,NA,NA,2,5,NA,NA,1,0,1,1,64,64
41370,12087,SEIFORD AVE SE,Local Access,2,1156,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1156,0
40700,10013,SE LUND AVE,Minor Arterial,2,209,Urban,209,15,East Port Orchard Elementary,2,East Port Orchard Elementary,49,NA,8,8,6,NA,NA,2,2,4,4,49,196
40700,10013,SE LUND AVE,Minor Arterial,2,209,Urban,209,15,East Port Orchard Elementary,2,East Port Orchard Elementary,63,NA,8,8,6,NA,NA,2,2,4,4,63,252
40500,11734,SE SERENADE WAY,Local Access,2,171,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,171,0
40700,2610,SE LUND AVE,Minor Arterial,2,2002,Urban,2002,15,East Port Orchard Elementary,2,East Port Orchard Elementary,82,NA,8,8,6,NA,NA,2,2,4,4,82,328
40500,5649,SE SERENADE WAY,Local Access,2,361,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,361,0
40505,5806,SE TIBURON CT,Local Access,2,298,Urban,298,15,East Port Orchard Elementary,2,East Port Orchard Elementary,90,NA,3,3,5,NA,NA,1,1,2,2,90,180
40505,6373,SE TIBURON CT,Local Access,2,255,Urban,255,15,East Port Orchard Elementary,2,East Port Orchard Elementary,77,NA,3,3,5,NA,NA,1,1,2,2,77,154
41130,4274,HOOVER AVE SE,Local Access,2,464,Urban,464,15,East Port Orchard Elementary,2,East Port Orchard Elementary,141,3,NA,NA,5,NA,NA,1,0,1,1,141,141
41735,4982,HARDING AVE SE,Local Access,2,278,Urban,278,15,East Port Orchard Elementary,2,East Port Orchard Elementary,84,5,NA,NA,5,NA,NA,5,0,5,5,84,420
42275,4289,SE SINCLAIR VIEW DR,Local Access,2,290,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,290,0
41300,11520,SE BECK ST,Local Access,2,264,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,264,0
41570,5355,LINCOLN AVE SE,Major Collector,2,277,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,277,0
41570,3180,LINCOLN AVE SE,Major Collector,2,688,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,688,0
42270,4505,EVERGREEN AVE SE,Local Access,2,1251,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1251,0
100,18643,SK MALL ACCESS RD,Local Access,2,33,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33,0
40990,5634,MITCHELL RD SE,Major Collector,2,98,Urban,98,15,East Port Orchard Elementary,2,East Port Orchard Elementary,30,NA,3,3,6,NA,NA,1,1,2,2,30,60
41130,15932,HOOVER AVE SE,Local Access,2,1278,Urban,1278,15,East Port Orchard Elementary,2,East Port Orchard Elementary,389,3,NA,NA,5,NA,NA,1,0,1,1,389,389
40491,14299,SE BASIL CT,Local Access,2,124,Urban,124,15,East Port Orchard Elementary,2,East Port Orchard Elementary,37,5,NA,NA,5,NA,NA,5,0,5,5,37,185
41730,1066,JEFFERSON AVE SE,Local Access,2,264,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,264,0
41730,11834,JEFFERSON AVE SE,Local Access,2,131,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,131,0
41730,5011,JEFFERSON AVE SE,Local Access,2,112,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,112,0
41300,8343,SE BECK ST,Local Access,2,368,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,368,0
41650,10221,GLENN CT SE,Local Access,2,292,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,0
41735,10628,HARDING AVE SE,Local Access,2,254,Urban,254,15,East Port Orchard Elementary,2,East Port Orchard Elementary,77,5,NA,NA,5,NA,NA,5,0,5,5,77,385
40491,14283,SE BASIL CT,Local Access,2,169,Urban,169,15,East Port Orchard Elementary,2,East Port Orchard Elementary,51,5,NA,NA,5,NA,NA,5,0,5,5,51,255
41730,4912,JEFFERSON AVE SE,Local Access,2,381,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,381,0
41810,2793,GILLETTE DR SE,Local Access,2,315,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,315,0
41735,15433,HARDING AVE SE,Local Access,2,575,Urban,575,15,East Port Orchard Elementary,2,East Port Orchard Elementary,24,5,NA,NA,5,NA,NA,5,0,5,5,24,120
41570,4228,LINCOLN AVE SE,Major Collector,2,978,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978,0
41130,4746,HOOVER AVE SE,Local Access,2,714,Urban,714,15,East Port Orchard Elementary,2,East Port Orchard Elementary,18,3,NA,NA,5,NA,NA,1,0,1,1,18,18
41570,2414,LINCOLN AVE SE,Major Collector,2,476,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,476,0
41070,3492,GREENDALE DR SE,Local Access,2,167,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,167,0
41570,466,LINCOLN AVE SE,Major Collector,2,1041,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1041,0
41450,9297,MCKINLEY PL SE,Local Access,2,810,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,810,0
41450,7360,MCKINLEY PL SE,Local Access,2,374,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,374,0
41570,2480,LINCOLN AVE SE,Major Collector,2,529,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,529,0
41070,1511,GREENDALE DR SE,Local Access,2,129,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,129,0
41730,15625,JEFFERSON AVE SE,Local Access,2,321,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,321,0
41570,8258,SE LINCOLN AVE,Major Collector,2,386,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,386,0
40990,313,MITCHELL RD SE,Major Collector,2,1103,Urban,1103,15,East Port Orchard Elementary,2,East Port Orchard Elementary,336,NA,3,3,6,NA,NA,1,1,2,2,336,672
41575,3677,KARCHER RD SE,Major Collector,2,599,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,599,0
41080,1043,RUBY CT SE,Local Access,2,159,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,0
41140,256,SE FLAIZ CT,Local Access,2,97,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,97,0
41070,9403,GREENDALE DR SE,Local Access,2,262,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,262,0
41100,6476,SE JOYCE CT,Local Access,2,96,Urban,96,15,East Port Orchard Elementary,2,East Port Orchard Elementary,29,NA,2,2,5,NA,NA,1,1,2,2,29,58
41370,10898,SEIFORD AVE SE,Local Access,2,285,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,0
40990,1346,MITCHELL RD SE,Major Collector,2,339,Urban,339,15,East Port Orchard Elementary,2,East Port Orchard Elementary,56,NA,3,3,6,NA,NA,1,1,2,2,56,112
41730,11337,JEFFERSON AVE SE,Local Access,2,741,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,741,0
40990,16607,MITCHELL RD SE,Major Collector,2,220,Urban,220,15,East Port Orchard Elementary,2,East Port Orchard Elementary,67,NA,3,3,6,NA,NA,1,1,2,2,67,134
40990,16606,MITCHELL RD SE,Major Collector,2,149,Urban,149,15,East Port Orchard Elementary,2,East Port Orchard Elementary,45,NA,3,3,6,NA,NA,1,1,2,2,45,90
41070,8880,GREENDALE DR SE,Local Access,2,175,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,175,0
41070,11127,GREENDALE DR SE,Local Access,2,479,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,479,0
41120,7841,SE DIAMOND PL,Local Access,2,371,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,371,0
41730,7518,JEFFERSON AVE SE,Local Access,2,98,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98,0
41210,7436,JOSLIN AVE SE,Local Access,2,947,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,947,0
41575,8399,KARCHER RD SE,Local Access,2,511,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,511,0
41570,5300,LINCOLN AVE SE,Major Collector,2,372,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,372,0
